WDPAID;WDPA_PID;PA_DEF;NAME;ORIG_NAME;DESIG;DESIG_ENG;DESIG_TYPE;IUCN_CAT;INT_CRIT;MARINE;REP_M_AREA;GIS_M_AREA;REP_AREA;GIS_AREA;NO_TAKE;NO_TK_AREA;STATUS;STATUS_YR;GOV_TYPE;OWN_TYPE;MANG_AUTH;MANG_PLAN;VERIF;METADATAID;SUB_LOC;PARENT_ISO;ISO3;presntVG;ENS45;ENS85_1000;ENS85_420;pr45;pr85_420;pr85_1000;area_m;area_km;area_ha
33613;33613;1;Parque Estadual De Corumbiara;Parque Estadual De Corumbiara;Parque;Park;National;II;Not Applicable;0;0;0;4299,056833;4325,022875;Not Applicable;0;Designated;1990;Sub-national ministry or agency;Not Reported;Secretaria de Estado do Desenvolvimento Ambiental de Rondônia;Not Reported;State Verified;1802;BR-RO;BRA;BRA;1;13;13;6;1_13;1_6;1_13;4299021036;4299,021;429902
115700;115700;1;Pequizal;Pequizal;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;98,868211;98,50471741;Not Applicable;0;Designated;1996;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-MT;BRA;BRA;1;13;13;6;1_13;1_6;1_13;15415619,6;15,416;1542
33989;33989;1;Vale do Guaporé;Vale do Guaporé;Terra Indígena;Indigenous Area;National;Not Reported;Not Applicable;0;0;0;2425,93;2421,096375;Not Applicable;0;Designated;1987;Indigenous peoples;Not Reported;Not Reported;Not Reported;State Verified;905;BR-MT;BRA;BRA;1;13;13;6;1_13;1_6;1_13;286060047,7;286,06;28606
115769;115769;1;Parque Estadual Serra Ricardo Franco;Parque Estadual Serra Ricardo Franco;Parque;Park;National;II;Not Applicable;0;0;0;1578,275335;1587,645253;Not Applicable;0;Designated;1997;Sub-national ministry or agency;Not Reported;Secretaria de Estado do Meio Ambiente de Mato Grosso;Not Reported;State Verified;1802;BR-MT;BRA;BRA;1;13;13;6;1_13;1_6;1_13;854893768,8;854,894;85489
115769;115769;1;Parque Estadual Serra Ricardo Franco;Parque Estadual Serra Ricardo Franco;Parque;Park;National;II;Not Applicable;0;0;0;1578,275335;1587,645253;Not Applicable;0;Designated;1997;Sub-national ministry or agency;Not Reported;Secretaria de Estado do Meio Ambiente de Mato Grosso;Not Reported;State Verified;1802;BR-MT;BRA;BRA;1;13;13;8;1_13;1_8;1_13;723437008,3;723,437;72344
9779;9779;1;Amboró;Amboró;Parque Nacional;National Park;National;Not Reported;Not Applicable;0;0;0;4413,111488;4410,534008;Not Applicable;0;Designated;1973;Federal or national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1860;BO-S;BOL;BOL;1;13;13;13;1_13;1_13;1_13;355478046,7;355,478;35548
9779;9779;1;Amboró;Amboró;Parque Nacional;National Park;National;Not Reported;Not Applicable;0;0;0;4413,111488;4410,534008;Not Applicable;0;Designated;1973;Federal or national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1860;BO-S;BOL;BOL;1;13;13;8;1_13;1_8;1_13;532258652,4;532,259;53226
555592674;555592674;1;Espejillos;Espejillos;Monumento Natural;Natural Monument;National;Not Reported;Not Applicable;0;0;0;12,575997;12,65352711;Not Applicable;0;Designated;2000;Sub-national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1860;BO-S;BOL;BOL;1;13;13;8;1_13;1_8;1_13;9238927,143;9,239;924
303887;303887;1;Amboró;Amboró;Area Natural de Manejo Integrado;Natural Integrated Management Area;National;Not Reported;Not Applicable;0;0;0;1608,649614;1607,606841;Not Applicable;0;Designated;1995;Federal or national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1860;BO-S;BOL;BOL;1;13;13;13;1_13;1_13;1_13;215075938,8;215,076;21508
303887;303887;1;Amboró;Amboró;Area Natural de Manejo Integrado;Natural Integrated Management Area;National;Not Reported;Not Applicable;0;0;0;1608,649614;1607,606841;Not Applicable;0;Designated;1995;Federal or national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1860;BO-S;BOL;BOL;1;13;13;8;1_13;1_8;1_13;504219139,8;504,219;50422
555592682;555592682;1;Lagunas Santa Barbara y Brava;Lagunas Santa Barbara y Brava;Area Protegida Municipal;Municipal Protected Area;National;Not Reported;Not Applicable;0;0;0;24,302503;16,7034456;Not Applicable;0;Designated;2002;Sub-national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1860;BO-S;BOL;BOL;1;13;13;13;1_13;1_13;1_13;16610657;16,611;1661
555592664;555592664;1;Curichi La Madre;Curichi La Madre;Área Protegida Municipal;Municipal Protected Area;National;Not Reported;Not Applicable;0;0;0;0;344,5520246;Not Applicable;0;Designated;0;Sub-national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1860;BO-S;BOL;BOL;1;13;13;8;1_13;1_8;1_13;280750038,8;280,75;28075
555592609;555592609;1;Curichi El Cuajo;Curichi El Cuajo;Area Protegida Municipal;Municipal Protected Area;National;Not Reported;Not Applicable;0;0;0;3,798004;3,821519907;Not Applicable;0;Designated;2002;Sub-national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1860;BO-S;BOL;BOL;1;13;13;13;1_13;1_13;1_13;3800556,81;3,801;380
555592678;555592678;1;Humedales del Norte;Humedales del Norte;Parque Departamental;Departmental Park;National;Not Reported;Not Applicable;0;0;0;0;4948,010735;Not Applicable;0;Designated;0;Sub-national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1860;BO-S;BOL;BOL;1;13;13;13;1_13;1_13;1_13;3508106190;3508,106;350811
555592678;555592678;1;Humedales del Norte;Humedales del Norte;Parque Departamental;Departmental Park;National;Not Reported;Not Applicable;0;0;0;0;4948,010735;Not Applicable;0;Designated;0;Sub-national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1860;BO-S;BOL;BOL;1;13;13;8;1_13;1_8;1_13;1274112873;1274,113;127411
555592603;555592603;1;Laguna Represa Sapocó;Laguna Represa Sapocó;Area Protegida Municipal;Municipal Protected Area;National;Not Reported;Not Applicable;0;0;0;18,552023;18,66783091;Not Applicable;0;Designated;2007;Sub-national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1860;BO-S;BOL;BOL;13;13;13;8;13_13;13_8;13_13;18562127,12;18,562;1856
555592594;555592594;1;Orquídeas del Encanto;Orquídeas del Encanto;Area Protegida Municipal;Municipal Protected Area;National;Not Reported;Not Applicable;0;0;0;28,608351;28,7837682;Not Applicable;0;Designated;2005;Sub-national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1860;BO-S;BOL;BOL;13;13;13;8;13_13;13_8;13_13;28621862,48;28,622;2862
342494;342494;1;Lomas de Arena;Lomas de Arena;Parque Regional;Regional Park;National;Not Reported;Not Applicable;0;0;0;134,537864;135,3855507;Not Applicable;0;Designated;1991;Sub-national ministry or agency;Not Reported;Not Reported;Not Reported;State Verified;1860;BO-S;BOL;BOL;1;13;13;8;1_13;1_8;1_13;815528,678;0,816;82
61612;61612;1;Canaima National Park;Parc national de Canaima;World Heritage Site;World Heritage Site;International;Not Applicable;(vii)(viii)(ix)(x);0;0;0;30000;29019,04812;Not Applicable;0;Inscribed;1994;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;946;VE-F;VEN;VEN;1;1;1;13;1_1;1_13;1_1;17516566811;17516,567;1751657
61612;61612;1;Canaima National Park;Parc national de Canaima;World Heritage Site;World Heritage Site;International;Not Applicable;(vii)(viii)(ix)(x);0;0;0;30000;29019,04812;Not Applicable;0;Inscribed;1994;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;946;VE-F;VEN;VEN;1;1;1;1;1_1;1_1;1_1;8075694371;8075,694;807569
61612;61612;1;Canaima National Park;Parc national de Canaima;World Heritage Site;World Heritage Site;International;Not Applicable;(vii)(viii)(ix)(x);0;0;0;30000;29019,04812;Not Applicable;0;Inscribed;1994;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;946;VE-F;VEN;VEN;1;1;6;6;1_1;1_6;1_6;354843997,3;354,844;35484
61612;61612;1;Canaima National Park;Parc national de Canaima;World Heritage Site;World Heritage Site;International;Not Applicable;(vii)(viii)(ix)(x);0;0;0;30000;29019,04812;Not Applicable;0;Inscribed;1994;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;946;VE-F;VEN;VEN;1;1;1;6;1_1;1_6;1_1;1673548221;1673,548;167355
10780;10780;1;El Caura;El Caura;Forest Reserve;Forest Reserve;National;VI;Not Applicable;0;0;0;51340;51487,41306;Not Applicable;0;Designated;1968;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;285;VE-F;VEN;VEN;1;1;1;13;1_1;1_13;1_1;1478628848;1478,629;147863
10780;10780;1;El Caura;El Caura;Forest Reserve;Forest Reserve;National;VI;Not Applicable;0;0;0;51340;51487,41306;Not Applicable;0;Designated;1968;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;285;VE-F;VEN;VEN;1;1;6;6;1_1;1_6;1_6;13198203127;13198,203;1319820
10780;10780;1;El Caura;El Caura;Forest Reserve;Forest Reserve;National;VI;Not Applicable;0;0;0;51340;51487,41306;Not Applicable;0;Designated;1968;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;285;VE-F;VEN;VEN;1;1;1;6;1_1;1_6;1_1;11501982437;11501,982;1150198
133;133;1;El Cocuy;El Cocuy;Parque Nacional Natural;Natural National Park;National;II;Not Applicable;0;0;0;3060;3093,432508;Not Applicable;0;Designated;1977;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-ARA,CO-BOY, CO-CAS,CO-NSA;COL;COL;1;1;1;1;1_1;1_1;1_1;16933826,62;16,934;1693
133;133;1;El Cocuy;El Cocuy;Parque Nacional Natural;Natural National Park;National;II;Not Applicable;0;0;0;3060;3093,432508;Not Applicable;0;Designated;1977;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-ARA,CO-BOY, CO-CAS,CO-NSA;COL;COL;1;1;1;6;1_1;1_6;1_1;1313264039;1313,264;131326
133;133;1;El Cocuy;El Cocuy;Parque Nacional Natural;Natural National Park;National;II;Not Applicable;0;0;0;3060;3093,432508;Not Applicable;0;Designated;1977;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-ARA,CO-BOY, CO-CAS,CO-NSA;COL;COL;1;1;1;1;1_1;1_1;1_1;14098536,36;14,099;1410
144;144;1;Tama;Tama;Parque Nacional Natural;Natural National Park;National;II;Not Applicable;0;0;0;480;518,194226;Not Applicable;0;Designated;1977;Federal or national ministry or agency;Not Reported;Parques Nacionales Naturales de Colombia;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-BOY,CO-NSA;COL;COL;1;1;1;1;1_1;1_1;1_1;514829316,4;514,829;51483
100760;100760;1;Cuenca Alta Del Rio Satoca;Cuenca Alta Del Rio Satoca;Reserva Forestal Protectora Nacional;Forest Reserve Protectress National;National;VI;Not Applicable;0;0;0;42;41,8438636;Not Applicable;0;Designated;1992;Federal or national ministry or agency;Not Reported;Ministerio de Ambiente y Desarrollo Sostenible;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-ARA;COL;COL;1;1;1;6;1_1;1_6;1_1;41571634,58;41,572;4157
10782;10782;1;San Camilo;San Camilo;Forest Reserve;Forest Reserve;National;VI;Not Applicable;0;0;0;1100;1055,982891;Not Applicable;0;Designated;1961;Not Reported;Not Reported;Not Reported;Not Reported;State Verified;285;Not Reported;VEN;VEN;1;1;6;6;1_1;1_6;1_6;34001759,93;34,002;3400
322;322;1;El Tamá;El Tamá;National Park;National Park;National;II;Not Applicable;0;0;0;1390;1606,348393;Not Applicable;0;Designated;1978;Not Reported;State;Not Reported;Not Reported;State Verified;285;Not Reported;VEN;VEN;1;1;6;6;1_1;1_6;1_6;1858810,672;1,859;186
322;322;1;El Tamá;El Tamá;National Park;National Park;National;II;Not Applicable;0;0;0;1390;1606,348393;Not Applicable;0;Designated;1978;Not Reported;State;Not Reported;Not Reported;State Verified;285;Not Reported;VEN;VEN;1;1;1;1;1_1;1_1;1_1;1285716935;1285,717;128572
555592693;555592693;1;El Lagunazo;El Lagunazo;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;842,9302;8,484816764;Not Applicable;0;Designated;2012;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;8429071,199;8,429;843
555555889;555555889;1;La Esmeralda;La Esmeralda;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;1968,6951;19,15149094;Not Applicable;0;Designated;2010;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;19025588,28;19,026;1903
555592695;555592695;1;Los Matapalos Del Lagunazo;Los Matapalos Del Lagunazo;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;842,96;8,485256151;Not Applicable;0;Designated;2012;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;8429370,006;8,429;843
555592690;555592690;1;Betania Del Lagunazo;Betania Del Lagunazo;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;842,99;8,485499194;Not Applicable;0;Designated;2012;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;8429635,113;8,43;843
555592689;555592689;1;Algarrobo Del Lagunazo;Algarrobo Del Lagunazo;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;842,895;8,484408606;Not Applicable;0;Designated;2012;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;8428623,842;8,429;843
555592696;555592696;1;Quinto Patio Del Lagunazo;Quinto Patio Del Lagunazo;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;842,6948;8,482383351;Not Applicable;0;Designated;2012;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;8426577,442;8,427;843
555592691;555592691;1;El Campin;El Campin;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;418,7758;4,21524453;Not Applicable;0;Designated;2012;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;4187515,468;4,188;419
555592788;555592788;1;Buenaventura;Buenaventura;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;814,9475;8,203888912;Not Applicable;0;Designated;2013;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;8149908,427;8,15;815
555592694;555592694;1;Limonal;Limonal;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;1625,3144;16,37065722;Not Applicable;0;Designated;2013;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;16262962,09;16,263;1626
555592692;555592692;1;La Sonrisa;La Sonrisa;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;114,5923;1,153501514;Not Applicable;0;Designated;2012;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;1145904,75;1,146;115
555592787;555592787;1;San Andres Caño Garcero;San Andres Caño Garcero;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;593,8167;5,977595977;Not Applicable;0;Designated;2013;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;5938074,698;5,938;594
555592688;555592688;1;Miralindo;Miralindo;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;450,71;4,756348847;Not Applicable;0;Designated;2014;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;4725080,488;4,725;473
555592789;555592789;1;Palmeras;Palmeras;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;804,4788;8,097846795;Not Applicable;0;Designated;2013;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;8044591,82;8,045;804
555592792;555592792;1;San Cristobal;San Cristobal;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;810,7435;8,160732689;Not Applicable;0;Designated;2013;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;8107263,912;8,107;811
555592793;555592793;1;San Cristobal Ii;San Cristobal Ii;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;390,8136;3,933941786;Not Applicable;0;Designated;2013;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;3908054,598;3,908;391
555555988;555555988;1;La Aurora;La Aurora;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;9887,628;99,46620122;Not Applicable;0;Designated;2008;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;13;13_1;13_13;13_1;2615079,28;2,615;262
555555988;555555988;1;La Aurora;La Aurora;Reserva Natural de la Sociedad Civil;Reserve Natural Civil Society;National;VI;Not Applicable;0;0;0;9887,628;99,46620122;Not Applicable;0;Designated;2008;Individual landowners;Not Reported;Individual landowners and the record is realized in Parques Nacionales Naturales;http://runap.parquesnacionales.gov.co/;State Verified;1861;CO-CAS;COL;COL;13;1;1;1;13_1;13_1;13_1;96199921,35;96,2;9620
